[2016-12-29 22:08:02]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:03]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:04]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:05]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:05]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:06]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:07]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:08]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:08]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:09]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:10]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:11]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:11]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:12]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:13]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:14]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:14]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:15]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:16]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:17]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:17]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:19]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:19]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:20]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:21]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:22]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:22]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:23]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:24]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:25]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:25]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:26]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:27]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:28]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:28]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:29]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:30]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
